address,district,area,bedrooms,garage,type,rent,total,latitude,longitude
Rua Elvira Ferraz,Vila Olímpia,110,3,1,Apartamento,4600,7007,-23.594868,-46.6814029
Rua Borges Lagoa,Vila Clementino,234,4,4,Apartamento,6000,9866,-23.5972377,-46.6412485
Alameda dos Arapanés,Indianópolis,112,3,3,Apartamento,8000,14600,-23.6075824,-46.6678913
Alameda dos Araés,Planalto Paulista,367,6,4,Casa,9000,9270,-23.6121204,-46.6522039
Rua Graúna,Vila Uberabinha,141,0,0,Casa,7000,7208,-23.6012527,-46.6713768
Rua Michigan,Cidade Monções,180,3,2,Apartamento,9000,12630,-23.3198377,-51.1751323
Rua José Garbuio,Campo Belo,110,2,1,Casa,4900,5263,-23.6185937,-46.6664913
Rua João de Sousa Dias,Campo Belo,200,3,3,Apartamento,9500,13220,-23.6214161,-46.674426
Rua Guaraiúva,Cidade Monções,400,3,4,Casa,8000,9423,-23.6088075,-46.6869452
Rua Borges Lagoa,Vila Clementino,135,3,2,Apartamento,4000,6143,-23.5972377,-46.6412485
Rua Madre Cabrini,Vila Mariana,146,3,2,Apartamento,4000,6091,-23.5925536,-46.6383357
Rua Barão de Jaceguai,Campo Belo,201,3,5,Apartamento,15000,19100,-23.6256697,-46.6797248
Rua Embaú,Vila Clementino,90,2,1,Apartamento,3200,4651,-23.5991157,-46.6407676
Avenida Açocê,Indianópolis,240,4,3,Apartamento,9200,14900,-23.6050776,-46.654494
Alameda das Boninas,Mirandópolis,280,3,4,Apartamento,7200,11380,-23.6058671,-46.6388689
Rua Barão do Triunfo,Brooklin Paulista,109,2,1,Apartamento,4600,6618,-23.6253536,-46.6844002
Rua das Hortênsias,Mirandópolis,336,4,3,Casa,10000,11550,-12.9942388,-38.4592419
Rua Antônio de Macedo Soares,Campo Belo,136,3,2,Apartamento,4000,5987,-23.6242797,-46.6770146
Rua Maurício Francisco Klabin,Vila Mariana,115,3,4,Apartamento,4560,7596,-23.5931617,-46.6349473
Rua Barão Triunfo,Brooklin Paulista,108,2,1,Apartamento,4600,6757,-5.847863,-35.2440988
Alameda dos Araés,Planalto Paulista,157,3,3,Casa,7200,7986,-23.6121204,-46.6522039
Avenida Jurucê,Indianópolis,305,4,4,Apartamento,9500,14200,-23.6106694,-46.6596222
Rua Major Freire,Vila Monte Alegre,320,4,4,Casa,6000,7782,-23.6280358,-46.6364586
Rua Santa Justina,Vila Olímpia,110,3,1,Apartamento,3702,5409,-23.5961613,-46.6797935
Rua Conde de Porto Alegre,Campo Belo,200,0,4,Casa,12500,12790,-23.6237007,-46.6750769
Rua Gaivota,Moema,180,4,2,Apartamento,12000,15210,-23.6090074,-46.6727474
Rua Guaraiúva,Cidade Monções,230,3,4,Apartamento,15000,21620,-23.6088075,-46.6869452
Alameda dos Guaramomis,Planalto Paulista,220,4,3,Apartamento,15000,20780,-23.6069759,-46.6532738
Rua Domingos Augusto Setti,Jardim Vila Mariana,117,3,2,Apartamento,4280,6989,-23.5937991,-46.627224
Rua Serranos,Vila do Bosque,183,3,2,Casa,3760,3905,-23.6199723,-46.6313836
"Rua Conde de Porto Alegre, 606, Campo Belo",Campo Belo,150,3,2,Casa,4200,4761,-23.6237007,-46.6750769
Rua das Sempre-vivas,Jardim das Acácias,150,3,1,Casa,5000,5812,-23.6252238,-46.6890739
Rua Loefgren,Vila Clementino,96,3,2,Apartamento,4000,5700,-23.5996375,-46.6357438
Avenida Divino Salvador,Planalto Paulista,69,2,1,Apartamento,4500,5824,-23.6046923,-46.6601496
Avenida Senador Casemiro da Rocha,Mirandópolis,138,3,2,Apartamento,8000,10610,-23.6062351,-46.6403315
Rua Edson,Campo Belo,311,4,6,Apartamento,15000,25510,-23.6235873,-46.6734423
Rua Graúna,Vila Uberabinha,82,2,1,Apartamento,3700,5061,-23.6012527,-46.6713768
Rua Califórnia,Cidade Monções,105,2,2,Apartamento,10230,12360,-22.8283829,-43.2750027
Rua Flórida,Cidade Monções,100,3,2,Apartamento,6000,7874,-19.9489491,-43.9324084
Rua Doutor Fadlo Haidar,Vila Olímpia,96,3,2,Apartamento,9900,11890,-20.545395,-49.327845
Rua Álvaro Rodrigues,Vila Cordeiro,160,3,2,Apartamento,6500,9649,-23.622185,-46.6865412
Rua Antônio de Macedo Soares,Campo Belo,155,3,3,Apartamento,13000,16860,-23.6242797,-46.6770146
Avenida Açocê,Indianópolis,119,3,1,Apartamento,5160,8359,-23.6050776,-46.654494
Rua Inhambu,Vila Uberabinha,130,3,2,Apartamento,7500,11460,-19.9927119,-44.0006693
Alameda dos Anapurus,Indianópolis,142,2,2,Apartamento,9500,12070,-23.6142229,-46.6646285
Rua Califórnia,Cidade Monções,116,3,2,Apartamento,7200,9577,-22.8283829,-43.2750027
Rua Volta Redonda,Campo Belo,180,4,3,Apartamento,12700,15970,-23.6258692,-46.6740915
Rua Getúlio Soares da Rocha,Jardim das Acacias,103,3,2,Apartamento,7000,8243,-23.6241792,-46.6895158
Avenida Nova Independência,Brooklin Paulista,119,3,2,Apartamento,9000,12170,-23.600442,-46.6885746
Rua Geórgia,Campo Belo,72,2,1,Apartamento,3400,4647,-23.6119725,-46.6761817
Rua Palermo,São Judas,150,3,2,Casa,3700,3991,-23.190706,-46.8512433
Rua Doutor Bacelar,Vila Clementino,73,2,1,Apartamento,6500,7282,-23.5939988,-46.6475874
Rua Volta Redonda,Campo Belo,180,3,3,Apartamento,15000,18650,-23.6258692,-46.6740915
Rua Baluarte,Vila Olímpia,90,2,1,Apartamento,2500,3361,-23.6005644,-46.6753141
"Vila da Saúde, São Paulo - Sp, 04055-040, Brasil",Vila da Saúde,160,4,1,Casa,4500,5033,-23.618342257,-46.641227479
Avenida Jabaquara,Mirandópolis,96,3,1,Apartamento,3300,5010,-23.6152422,-46.6385731
Rua Coronel Conrado Siqueira Campos,Jardim das Acácias,98,3,2,Apartamento,3500,4888,-23.6233593,-46.6868437
Rua Vieira de Morais,Campo Belo,145,3,2,Apartamento,5000,6924,-23.6186791,-46.6761344
Rua Barão do Triunfo,Brooklin Paulista,102,2,0,Apartamento,3370,4611,-23.6253536,-46.6844002
Rua General Eloy Alfaro,Vila Mariana,230,3,2,Casa,4530,4968,0.23554,-78.26141
Rua Carneiro da Cunha,Vila da Saúde,67,2,0,Apartamento,2600,3325,-23.617426,-46.6360088
Rua Pascal,Campo Belo,192,4,3,Apartamento,10500,13870,-23.6163611,-46.6772909
Rua Gandavo,Vila Mariana,143,3,2,Apartamento,8000,9727,-23.59208,-46.6402374
Rua Botucatu,Vila Clementino,75,2,0,Apartamento,2900,3976,-23.594473,-46.6423126
Rua Fiandeiras,Vila Olímpia,69,2,1,Apartamento,5000,6244,-23.5969974,-46.6764655
Rua Comendador Miguel Calfat,Vila Nova Conceição,155,3,2,Apartamento,7000,9710,-23.5922288,-46.6728155
Avenida Miguel Estefno,Vila da Saúde,100,1,1,Casa em condomínio,1489,1652,-23.6192875,-46.6393204
Rua Izar,Bosque da Saúde,114,3,3,Apartamento,6000,7939,-23.6008633,-46.6308552
Rua Gabriel de Lara,Brooklin,140,4,2,Casa,6241,6869,-23.6155868,-46.6899323
Avenida Itaboraí,Bosque da Saúde,68,2,1,Apartamento,4000,5343,-23.6089,-46.6265542
Rua Ituxi,Saúde,186,3,3,Apartamento,4710,7981,-23.6180847,-46.643992
Avenida Senador Casimiro da Rocha,Mirandópolis,84,3,2,Apartamento,5000,6791,19.656474,-99.257537
Rua João de Sousa Dias,Campo Belo,112,3,1,Apartamento,3758,5024,-23.6214161,-46.674426
Rua Moraes de Barros,Campo Belo,25,1,1,Casa,2500,2706,-22.427799,-46.8309925
Rua Gandavo,Vila Clementino,200,3,1,Casa,13000,14250,-23.59208,-46.6402374
Rua Alberto Afonso Martins,Vila Mariana,200,3,1,Apartamento,3150,5198,-23.5924643,-46.6345886
Rua Princesa Isabel,Brooklin Paulista,152,3,2,Apartamento,6500,9774,-29.9368169,-51.0853572
Rua Visconde de Inhaúma,Vila da Saúde,94,3,1,Apartamento,3950,5663,-23.6172099,-46.6330904
Rua Barão do Triunfo,Brooklin,78,1,1,Apartamento,15000,16560,-23.6253536,-46.6844002
Rua Júlio Diniz,Vila Olímpia,200,3,2,Casa,6900,8027,-23.5978086,-46.6840986
Rua Indiana,Brooklin,124,4,2,Apartamento,15000,17630,-23.6099951,-46.6853191
Rua Doutor Diogo de Faria,Vila Clementino,167,4,1,Apartamento,2900,5087,-23.5956004,-46.6451745
Rua Guapiaçu,Vila Clementino,400,4,3,Casa,15000,16640,-23.6051918,-46.6447913
Avenida Miguel Estefno,Vila da Saúde,150,2,1,Casa,2040,2226,-23.6192875,-46.6393204
Rua Michigan,Cidade Monções,130,2,2,Apartamento,14000,16270,-23.3198377,-51.1751323
Avenida Doutor Altino Arantes,Vila Clementino,148,2,1,Apartamento,3000,4591,-23.6026747,-46.6477178
Alameda dos Tupiniquins,Planalto Paulista,454,4,5,Apartamento,15000,28700,-23.6120813,-46.6595942
Rua dos Caciques A,Vila da Saúde,124,3,4,Casa,5150,5686,-23.6144424,-46.6324837
Rua Correia de Lemos,Chácara Inglesa,108,3,2,Apartamento,6700,8967,-23.6074188,-46.6363768
Avenida Iraí,Indianópolis,30,1,0,Studio e kitnet,3850,4483,-23.6129249,-46.6602801
Rua Inhambú,Vila Uberabinha,205,4,3,Apartamento,6500,10580,-23.5962261,-46.6636525
Rua Texas,Brooklin,120,3,2,Casa,5000,5083,-22.8641774,-43.4465592
Rua Demóstenes,Campo Belo,160,3,3,Apartamento,6000,9168,-23.6162762,-46.673923
Rua Getúlio Soares da Rocha,Jardim das Acácias,66,2,1,Apartamento,5050,5999,-23.6241792,-46.6895158
Avenida Odila,Planalto Paulista,70,2,1,Apartamento,2600,3165,-23.6070431,-46.6489423
Rua Santina da Costa,Vila Campesina,202,3,5,Casa,4500,4925,-23.5442219,-46.7675283
Rua Maracanã,Vila Ipojuca,25,1,0,Studio e kitnet,1600,1762,-23.5371419,-46.7064516
Av Santo Antonio,Bela Vista,58,2,2,Apartamento,1800,2646,-21.7370116,-48.1081109
Rua Olívio B. Marçal,São Pedro,59,2,1,Apartamento,1640,2253,,
Rua Salém Bechara,Centro,38,1,1,Apartamento,2390,2959,-23.537983,-46.7760781
Avenida Flora,Jaguaribe,65,2,1,Apartamento,1200,2015,-23.5554307,-46.7866468
Rua Cônego Luís Viêira da Silva,Jardim João Xxiii,70,2,1,Casa,1050,1187,-23.5993316,-46.7917196
Estrada das Rosas,Santa Maria,48,2,1,Apartamento,1450,2004,-23.5764963,-46.8144083
Avenida Valter Boveri,Bussocaba,56,2,0,Casa,1500,1563,-23.5681851,-46.7927014
Rua Avelino Lopes,Centro,33,1,0,Apartamento,1650,1875,-23.5779966,-46.776574
Avenida Sarah Veloso,Veloso,61,2,1,Apartamento,3000,3517,-23.564059,-46.7988402
Rua Antônio Viêira dos Santos,Jardim Roberto,60,2,0,Apartamento,1200,1307,-23.5430229,-46.8097734
Avenida Hildebrando de Lima,Km 18,40,1,0,Studio e kitnet,1110,1300,-23.5306923,-46.7908054
Rua Otávio Tucunduva Faria,Cipava,120,2,3,Casa,3900,4391,-23.5535161,-46.7883108
Rua Piauiense,Conceição,25,1,0,Casa,768,800,-23.574456,-46.8014321
Rua Engenheiro José Amadei,Jardim Arpoador,125,2,2,Casa,1700,1819,-23.5969717,-46.789039
Rua Vitório Tafarello,Km 18,50,1,0,Casa,780,813,-22.718498,-43.519329
Rua Benedita Aparecida Nogueira,Cidade Intercap,166,3,3,Casa,3200,3465,-23.6043847,-46.7796215
Rua Piauiense,Conceição,44,1,0,Casa,1151,1200,-23.574456,-46.8014321
Avenida Novo Osasco,Bussocaba,58,2,1,Apartamento,1500,2124,-23.5653456,-46.7877703
Rua Iracema Senna Cerqueira dos Santos,Cidade Intercap,180,4,2,Casa,3400,3716,-23.5771431,-46.7676194
Avenida Edmundo Amaral,Piratininga,58,2,1,Apartamento,1200,1973,-23.516183,-46.8025933
Avenida Presidente Joao Goulart,Umuarama,65,3,1,Apartamento,2900,3629,-23.5571387,-46.7774409
Rua Paulo Lício Rizzo,Centro,109,3,2,Apartamento,3000,4524,-23.5837289,-46.7386559
Rua Jubair Celestino,Presidente Altino,38,2,1,Apartamento,2400,2892,-23.5225827,-46.7690234
Rua Caminha de Amorim,Alto de Pinheiros,300,6,2,Casa,11900,13360,-23.5443448,-46.7055966
Rua Professor José Azevedo Minhoto,Km 18,35,1,0,Apartamento,950,1237,-23.5290958,-46.7942382
Rua Madre Joana Zonca,Quitaúna,253,4,5,Casa,3290,3743,-23.5308401,-46.8121558
Rua Olívio Basílio Marçal,Jardim Cirino,53,2,2,Apartamento,2176,2706,-23.5395678,-46.813589
Rua Antônio Peres Paniágua,São Pedro,226,2,1,Casa,2850,2992,-23.5419063,-46.8131881
Rua Antônio Peres Paniágua,São Pedro,196,2,1,Casa,2500,2773,-23.5419063,-46.8131881
Rua Arquiteto Jaime Fonseca Rodrigues,Alto de Pinheiros,320,5,2,Casa,13000,15220,-23.5513594,-46.7027897
Rua Rui Barbosa,Vila Osasco,103,2,1,Casa,3900,4152,-23.5376695,-46.7777501
Rua Achiles Beline,Padroeira,48,2,1,Apartamento,1985,2555,-23.539484,-46.904078
Via Transversal Sul,Novo Osasco,45,2,1,Apartamento,800,1178,-23.580688,-46.794097
Rua Dália,Jardim das Flores,110,3,2,Casa,4000,4350,-23.5362464,-46.799424
Passagem Francisco Gomes de Morães,Vila Yolanda,140,3,1,Casa,1680,1891,-6.180569,-43.780816
Rua Resedá,Jardim das Flores,250,3,2,Casa,3600,4068,-23.5412073,-46.7940773
Rua Cláudio Aparecido Oliveira,Jardim Roberto,60,2,1,Apartamento,1430,2063,-23.5477436,-46.8006964
Rua Padre Viêira,Piratininga,36,2,1,Apartamento,2400,3182,-23.5161891,-46.8004771
Rua Laura Sfasciotti Bernardi,Santa Maria,48,2,1,Apartamento,2800,3372,-16.620146,-49.325476
Avenida Yara,Vila Yara,65,2,1,Apartamento,2000,2860,-23.4191385,-46.304741
Rua Santa Marcela,Jardim Roberto,60,2,1,Apartamento,1500,2231,-23.5470349,-46.7999802
Avenida General Pedro Pinho,Jardim Peri,65,2,1,Apartamento,2000,2433,-23.5317138,-46.801972
Rua Deputado Emílio Carlos,Vila Campesina,67,3,1,Apartamento,4000,4832,-23.546857,-46.7618318
Rua Luís César Pannain,Lapa,384,3,5,Casa,15000,17140,-23.5320561,-46.7095766
Rua Manacá,Jardim das Flores,84,2,2,Casa,3000,3287,-23.5407297,-46.7917975
Rua Marquês de Sabará,Real Parque,170,4,3,Apartamento,5000,8779,-22.9661084,-43.2340335
Rua Caramboleira,Cidade das Flores,52,2,1,Apartamento,1700,2392,-23.5053222,-46.4634515
Avenida Edmundo Amaral,Piratininga,57,2,1,Apartamento,1200,1973,-23.516183,-46.8025933
Avenida das Flores,Jardim das Flores,75,2,1,Apartamento,3200,4041,-23.5316352,-46.7867605
R Emília Pilon,City Bussocaba,41,2,1,Apartamento,1450,1796,-23.5750415,-46.7826417
Rua Inácio Manuel Álvares,Jardim Ester,66,2,2,Apartamento,2473,3451,-23.5803992,-46.7646703
Rua Alice Manholer Piteri,Vila Osasco,98,3,3,Apartamento,4000,5440,-23.5403339,-46.7760291
Rua Lourenço Collino,Presidente Altino,37,1,1,Apartamento,1700,2366,-23.527742,-46.7706946
Rua Gláuber Rocha,Santa Maria,70,2,1,Casa,1500,1713,-23.5837696,-46.8068419
Rua Santa Terezinha,Vila Yara,234,2,2,Casa,3500,3940,-21.7397516,-43.3638836
Avenida Capistrano de Abreu,Jaguaribe,50,2,1,Apartamento,2500,3287,-23.5568878,-46.7909776
Rua Alberto Cortez,Pestana,160,3,2,Casa,2921,3245,-23.538846,-46.7999961
Rua Flávio Iazzetti,Parque dos Principes,199,4,2,Casa,6000,7510,-23.363631,-46.016255
Rua Savério Quadrio,Jardim Amaralina,44,2,1,Apartamento,1300,1600,-23.6004415,-46.8015016
Rua Fradique Coutinho,Pinheiros,135,3,2,Apartamento,6200,10130,-23.562644,-46.6868335
Rua Doutor Paulo Ribeiro Coelho,Jardim Ester Yolanda,218,3,2,Casa,3400,3728,-23.5821637,-46.7600006
Rua Carlos Lima Morel,Vila Progredior,170,4,3,Apartamento,9900,12950,-23.5857186,-46.7165929
Rua Caramboleira,Cidade das Flores,48,2,1,Apartamento,1800,2414,-23.5053222,-46.4634515
Rua Professor Luis Eulálio de Bueno Vidigal,Centro,53,2,2,Apartamento,2200,2806,-23.353189,-47.865629
Rua Sanazar Mardiros,Presidente Altino,38,1,1,Apartamento,2000,2756,-23.5297024,-46.76841
Avenida Antônio Carlos Costa,Bela Vista,43,1,0,Apartamento,1500,1558,-23.5439478,-46.7809942
Rua General Florêncio,Quitaúna,50,1,1,Casa,2500,2731,-23.5244164,-46.8117169
Rua Umburanas,Alto de Pinheiros,280,4,6,Casa,15000,17080,-23.5497991,-46.7146863
Rua Realengo,Alto de Pinheiros,272,4,3,Apartamento,14000,18240,-23.5437097,-46.7043759
Rua Jatobá,Cidade das Flores,20,1,0,Studio e kitnet,799,860,-23.5402882,-46.8080992
Rua Santina da Costa,Vila Campesina,180,3,0,Casa,5000,5433,-23.5442219,-46.7675283
Rua Pernambucana,Conceição,48,2,1,Apartamento,1700,2271,-23.5725658,-46.805609
Rua São Nicolau,Santo Antônio,50,1,0,Casa,800,934,-23.5600128,-46.7998025
Rua Capitão Alceu Vieira,Vila Ipojuca,134,3,2,Apartamento,12000,13780,-23.5342199,-46.7035313
Rua Achiles Belline,Padroeira,48,2,1,Apartamento,1600,2352,-23.539484,-46.904078
Rua José Alencar Castelo Branco,Siciliano,229,4,2,Casa,7300,8718,-23.5355503,-46.6998374
Rua Barão de Campos Gerais,Real Parque,424,3,4,Apartamento,11000,21320,-21.4077762,-45.9415718
Avenida Mauro Marques da Silva,Vila Antônio,250,4,3,Casa,3800,4345,-23.579531,-46.7668276
Rua Iracema Senna Cerqueira dos Santos,Cidade Intercap,170,3,1,Casa,2600,2710,-23.5771431,-46.7676194
Rua Professor Luis Eulálio de Bueno Vidigal,Centro,32,1,1,Apartamento,2400,2775,-23.353189,-47.865629
Rua André Thomas,Vila Campesina,331,3,6,Casa,5500,6225,-4.4144616,-40.9078106
Rua João Guimarães Rosa,Bandeiras,80,2,1,Casa,1300,1430,-23.5611757,-46.8089502
Avenida Praia Grande,City Bussocaba,560,6,6,Casa,5500,6483,-23.5704603,-46.7862935
Rua José Pereira de Carvalho,Vila Lageado,250,4,2,Casa,7500,8045,-23.5535416,-46.7489921
Rua Julio Nunes de Rêgo,Jardim Roberto,170,3,3,Casa,2200,2448,-12.597346,-52.216869
Rua Eusébio de Paula Marcondes,Jardim D’abril,70,3,1,Apartamento,1400,1948,-23.5769772,-46.7783265
Rua Achiles Belline,Padroeira,57,2,1,Apartamento,2200,2284,-23.539484,-46.904078
Rua Capistrano de Abreu,Jaguaribe,52,2,1,Apartamento,1900,2619,-22.954169,-43.1950362
Rua Antônio Russo,Jardim Roberto,85,2,0,Casa,1100,1147,-23.550934,-46.8012093
Rua Achiles Beline,Padroeira,53,2,1,Apartamento,1462,2087,-23.539484,-46.904078
Avenida São Paulo Paraná,Butantã,77,3,1,Apartamento,2700,3448,-31.73197,-60.5238
Rua Sabiá,Ayrosa,100,1,0,Casa,1100,1217,-3.7744009,-38.4554823
Rua Álvaro Alvin,Cipava,249,4,4,Casa,7300,7897,-22.375259,-42.9828407
Estrada das Violetas,Santa Maria,44,2,1,Apartamento,950,1383,-23.5770502,-46.8128361
Rua Jorge Rizzo,Pinheiros,102,4,2,Apartamento,5000,7030,-23.5713145,-46.6963053
Rua Vicente Alves da Silva,Jardim Roberto,50,2,1,Apartamento,2200,3022,-26.9774601,-50.4246092
Rua Padre Paulo Canelles,Vila Adalgisa,149,3,4,Casa,4000,4170,-25.354288,-49.2404444
Rua Heitor Penteado,Sumarezinho,105,3,1,Apartamento,5000,6691,-23.5461784,-46.6911614
Rua Antônio Peres Paniágua,São Pedro,46,2,1,Apartamento,1000,1402,-23.5419063,-46.8131881
Rua Giusepe Ferrari,Umuarama,250,4,3,Casa,6000,6530,-21.945425,-48.003233
Avenida Cásper Líbero,Vila Osasco,83,3,2,Apartamento,2150,2988,-23.5438955,-46.783614
Rua Doutor Teodoro Quartim Barbosa,Cidade São Francisco,168,3,2,Apartamento,4000,6445,-23.5536805,-46.757677
Avenida Júlio de Mesquita,Bela Vista,65,1,1,Casa,1800,2010,-23.5479269,-46.7804664
Avenida Júlio de Mesquita,Bela Vista,65,2,0,Casa,1800,2010,-23.5479269,-46.7804664
Avenida Franz Voegeli,Continental,40,1,1,Apartamento,2300,3039,-23.5462278,-46.7538227
Avenida Hilário Pereira de Souza,Centro,70,2,1,Apartamento,2950,3686,-23.5331266,-46.7723544
Avenida José Barbosa de Siqueira,Padroeira,50,2,1,Apartamento,1700,2241,-23.5491391,-46.8085679
Rua Kabul,Parque da Lapa,160,4,1,Casa,5679,6022,-23.5335818,-46.7218307
Rua Berlioz,Alto de Pinheiros,400,5,6,Casa,15000,18050,-23.5400229,-46.7126542
Rua Tília,Jardim das Flores,49,1,0,Casa,930,974,-23.5395934,-46.7911614
Rua Olídio Rocato,Bonfim,176,4,2,Casa,2700,2974,-23.302924,-46.752232
Avenida Manoel de Nóbrega,Adalgisa,399,4,5,Casa,8500,8926,-23.68345815,-46.57511282146847
Rua Doutor Washington Pedro Lanzzelotti,Novo Osasco,59,1,0,Casa,1200,1251,-23.5695384,-46.7978834
Rua Doutor Washington Pedro Lanzzelotti,Novo Osasco,60,1,0,Casa,1200,1251,-23.5695384,-46.7978834
Rua Doutor Washington Pedro Lanzzelotti,Novo Osasco,60,2,0,Casa,1300,1355,-23.5695384,-46.7978834
Rua Júlio Silva,Centro,77,3,2,Apartamento,2800,3700,-14.5323335,-40.3669849
Rua Jesuíno Antônio,Novo Osasco,55,2,1,Apartamento,1800,2399,-23.5717095,-46.7925515
Rua Joana Pereira Dias,Padroeira,40,1,0,Casa,650,777,-23.5516372,-46.8095362
Rua Senador César Lacerda Vergueiro,Sumarezinho,149,3,2,Apartamento,13000,16080,-23.5494655,-46.6925825
Rua São Paulo Antigo,Real Parque,120,3,3,Apartamento,9000,11940,45.164447,-89.095413
Rua Vitória Régia,Jardim das Flores,218,3,4,Casa,2920,3307,-23.5405584,-46.7888012
Rua Hungara,Vila Ipojuca,134,3,2,Apartamento,5500,7692,-23.5307512,-46.7033759
Estrada da Bela Vista,Santa Maria,48,2,1,Apartamento,1850,2620,38.7272693,-9.1888234
Avenida José Lopes Lázaro,Presidente Altino,60,2,1,Casa,3000,3935,-14.11667,-65.41667
Avenida José Barbosa de Siqueira,Padroeira,77,1,1,Casa,670,792,-23.5491391,-46.8085679
Avenida Flora,Jaguaribe,65,2,2,Apartamento,2000,3002,-23.5553351,-46.7866819
Avenida Flora,Bussocaba,62,2,1,Apartamento,1300,2120,-23.5676463,-46.7920853
Rua Tonelero,Vila Ipojuca,250,3,4,Casa,4500,5083,-23.537441,-46.7076787
Avenida Diógenes Ribeiro de Lima,Alto de Pinheiros,95,3,2,Apartamento,5000,6811,-23.5490158,-46.7097364
Rua Sumagre,Jardim Cidade Pirituba,379,5,4,Casa,9000,9937,-23.4802444,-46.7291343
Rua Cláudio Aparecido Oliveira,Jardim Roberto,84,2,1,Apartamento,2550,3337,-23.5477436,-46.8006964
Rua Zuma de Sá Fernandes,Presidente Altino,62,2,1,Apartamento,2400,3109,-23.5320418,-46.7687438
Rua Eusébio de Paula Marcondes,Jardim D’abril,60,3,1,Apartamento,1460,1961,-23.5771078,-46.7758986
Rua Joaquim Lapas Veiga,Jardim D’abril,39,1,1,Apartamento,1300,2114,-23.57892,-46.778353
Rua Salvador Nunes,Ayrosa,180,3,0,Casa,1800,2032,-23.5170911,-46.7642049
Alameda Sombreiro,Adalgisa,109,3,2,Apartamento,7000,8620,-23.5565166,-46.7704517
Avenida João Paulo Ii,São Pedro,39,2,1,Apartamento,1100,1602,-23.5451729,-46.8149516
Rua Uruguai,Jardim D’abril,70,1,1,Casa,2500,2751,-23.5593269,-46.7801017
Rua Carlos Weber,Vila Leopoldina,75,3,1,Apartamento,3400,5065,-23.5313729,-46.7272849
Rua Carlos Weber,Vila Leopoldina,230,4,6,Apartamento,15000,18510,-23.5313729,-46.7272849
Rua Gilberto José Domingues,Bussocaba,46,2,1,Apartamento,1240,1990,-23.5670556,-46.7894089
Rua Marselha,Jaguaré,79,3,1,Apartamento,2200,2984,-23.5488981,-46.7483658
Avenida Hilário Pereira de Souza,Centro,68,2,1,Apartamento,3200,4028,-23.5331266,-46.7723544
Via Transversal Sul,Novo Osasco,48,2,1,Casa em condomínio,2600,3350,-23.580688,-46.794097
Rua Lázaro Suave,City Bussocaba,73,3,2,Apartamento,2300,3124,-23.5648128,-46.782615
Rua Ciro dos Anjos,Vila Osasco,345,4,4,Casa,5160,5393,-23.5416007,-46.7857028
Rua Vitório Tafarello,Km 18,70,2,1,Apartamento,3000,3859,-22.718498,-43.519329
Rua Haroldo Pacheco E Silva,Vila Ipojuca,60,2,1,Apartamento,2100,3381,-23.5349528,-46.7034393
Rua Luís Filgueira Souto,Parque Sao Domingos,166,3,4,Casa,6000,6505,-23.5027203,-46.7347977
Rua das Jabuticabeiras,Cidade Jardim,420,4,2,Casa,13000,20380,-23.591332,-46.7007391
Rua Obadia,Novo Osasco,200,2,1,Casa,1500,1730,-23.5654131,-46.7964236
Rua Deodate Pereira Rezende,Jaguaribe,65,2,1,Apartamento,1800,2477,-11.314624,-39.859811
Avenida Cásper Líbero,Vila Osasco,198,3,3,Casa,3850,4368,-23.5438955,-46.783614
Avenida Horácio Lafer,Jardim das Flores,158,2,2,Casa,2300,2608,-23.5321742,-46.7960701
Rua Almiro Bernardo,Parque Sao Domingos,278,3,4,Casa,6300,6851,-22.8897021,-43.4849328
Rua Nanuque,Vila Leopoldina,127,3,2,Apartamento,7850,10060,-23.5291793,-46.7282666
Rua Mergenthaler,Vila Leopoldina,142,3,2,Apartamento,10000,11750,-23.5284296,-46.7373362
Rua Pernambucana,Conceição,50,2,1,Apartamento,2800,2987,-23.5702514,-46.8078464
Rua São Marcos,Veloso,50,2,0,Casa,1100,1147,-23.5672468,-46.8011791
Rua Marselha,Jaguaré,97,3,1,Apartamento,1800,2669,-23.5488981,-46.7483658
Rua Dona Primitiva Vianco,Centro,84,2,0,Apartamento,1552,1942,-23.5278761,-46.7762793
Rua Joaquim Lapas Veiga,Jardim D’abril,56,2,1,Apartamento,1050,1601,-23.57892,-46.778353
Rua Arão Adler,Parque Continental,150,4,2,Casa,4050,4510,-23.5479638,-46.7539394
Rua Nossa Senhora Conceição Aparecida,Quitaúna,77,2,1,Apartamento,2400,3188,-23.5307286,-46.8140692
Passagem João Batista de Araújo,Bonfim,102,2,2,Casa,3100,3389,-0.780932,-47.180426
Avenida Santo Antônio,Vila Osasco,164,4,4,Apartamento,4000,6043,-23.5378238,-46.7829914
Rua Patrick Dimitruk,Helena Maria,45,1,0,Casa,1350,1532,-23.497242,-46.793732
Rua Henning Boilesen,Vila Lageado,250,3,4,Casa,3950,4285,-23.552146,-46.7544168
Rua Mário Regallo Pereira,Jardim Gilda Maria,40,2,0,Apartamento,1200,1346,-23.5817032,-46.7815087
Rua Marechal Luís Alves de Lima E Silva,Quitaúna,30,1,0,Casa,830,866,-23.5297067,-46.8100044
Rua Sebastião de Melo Dias,Jaguaribe,68,2,0,Apartamento,1450,1694,-23.5587455,-46.7870448
Rua Saturno,Santo Antônio,125,3,0,Casa,1500,1813,-23.5611574,-46.7979467
R Santa Amélia,City Bussocaba,42,2,1,Apartamento,1350,1682,-22.9149404,-43.2110956
